route_distance_m,route_eta_sec,atm_count,bank_count,restaurant_count,pharmacy_count,cafe_count,shopping_mall_count,supermarket_count,hospital_count,police_count,bus_station_count,train_station_count,commercial_activity_score,emergency_presence_score,transport_activity_score,isolation_score,redzone_overlap_score,incident_density,avg_incident_severity,temporal_risk_score,nighttime_score,risk_probability
3306,492,1,0,2,1,4,0,0,0,1,3,0,6,1,3,81.5,0.503324,3.629764,3.350717,0.965472,0.185223,0.388681
5415,575,2,1,5,0,7,0,3,1,2,4,1,15,3,5,56.5,0.224545,1.477378,4.511379,0.444233,0.182045,0.185054
5849,497,1,0,3,0,4,0,0,1,1,4,1,7,2,5,74.5,0.619266,3.761327,4.372406,12.572283,0.894511,0.492988
11425,1189,1,0,3,3,3,0,2,1,1,2,0,8,2,2,77.0,1.0,7.352298,6.906974,98.390597,0.52186,0.753154
7117,509,1,1,4,1,3,0,2,0,0,0,1,9,0,1,80.5,0.866829,9.695096,6.15481,40.967047,0.584228,0.766055
8505,645,2,0,1,0,0,0,0,1,0,3,0,1,1,3,91.5,0.996283,8.230453,6.810718,193.414574,0.652331,0.856657
13000,1470,1,1,11,1,8,1,3,1,3,5,1,23,4,6,37.0,0.161631,1.923077,2.598483,4.979617,0.196784,0.188569
2800,348,0,0,10,1,4,0,1,0,0,3,0,15,0,3,65.5,0.962873,6.428571,5.865239,55.721112,0.828663,0.674529
4610,521,3,1,5,0,2,0,1,0,0,1,0,8,0,1,82.5,0.882698,6.290672,5.712197,105.271878,0.532503,0.728232
12100,1599,2,2,13,2,6,1,3,0,2,6,1,23,2,7,39.5,0.65135,5.53719,5.341235,41.047902,0.283954,0.564415
7010,1197,3,1,13,2,3,0,4,2,1,5,3,20,3,8,42.0,0.090481,1.28388,2.760292,2.545892,0.322173,0.14945
10985,799,2,0,5,0,5,2,3,0,1,2,0,15,1,2,65.0,0.470266,4.369595,5.535,55.521181,0.936719,0.500956
12453,1081,5,2,6,6,11,2,4,0,3,3,2,23,3,5,40.5,0.65024,5.38023,4.440195,14.658418,0.133372,0.45515
9317,940,1,1,11,0,5,0,2,2,0,5,1,18,2,6,51.0,0.098828,2.790598,3.2487,7.225816,0.656124,0.248181
2200,300,0,0,3,1,0,0,0,0,1,0,0,3,1,0,92.0,0.199547,0.909091,3.527147,1.260426,0.102556,0.236092
3070,340,0,0,7,0,1,0,0,0,1,2,1,8,1,3,77.5,0.279025,1.302932,2.781511,1.012041,0.088742,0.265833
10889,1226,2,0,7,1,5,0,4,1,0,5,0,16,1,5,58.5,0.42139,4.683626,4.351354,23.911457,0.271138,0.469536
8447,1154,1,2,11,1,5,2,3,0,1,6,1,21,1,7,45.5,0.875011,6.629573,4.10223,19.483511,0.324829,0.569323
2200,300,3,0,0,0,1,0,0,1,0,0,0,1,1,0,96.0,0.113624,2.272727,3.480424,0.016646,0.126988,0.284194
4840,559,1,0,6,1,6,2,1,0,0,5,0,15,0,5,62.5,0.814863,6.818182,6.345446,144.713374,0.872279,0.659104
4771,628,2,0,8,1,7,3,1,1,0,0,1,19,1,1,58.5,0.197167,3.982394,3.651244,7.817554,0.380202,0.286859
11889,1729,3,5,29,6,20,3,4,2,3,10,1,56,5,11,0.0,0.945256,7.738245,5.621263,133.278003,0.649848,0.655026
5509,507,0,1,2,3,3,1,3,0,1,5,0,9,1,5,72.5,0.534652,4.538029,3.593257,11.546733,0.229663,0.44569
3469,410,2,0,2,0,1,1,0,0,0,0,0,4,0,0,92.0,0.026098,2.30614,2.710565,2.168477,0.470802,0.27171
10751,690,2,1,5,1,6,0,0,0,1,2,2,11,1,4,70.0,0.972878,8.09227,6.56466,94.688583,0.710747,0.83157
16117,1573,3,4,5,2,2,1,2,1,1,3,1,10,2,4,70.0,0.785176,4.157101,5.992818,71.660474,0.634455,0.569834
6112,461,3,2,7,1,0,0,0,1,0,1,0,7,1,1,82.5,0.329377,4.090314,4.323213,6.109416,0.197268,0.411222
2250,300,0,0,4,0,2,0,0,0,0,1,0,6,0,1,86.5,0.175369,2.222222,1.890087,0.982595,0.476059,0.207222
8798,874,2,0,11,0,3,1,0,3,1,5,0,15,4,5,54.5,0.182081,2.386906,3.72644,0.103779,0.294935,0.217693
7897,589,1,1,9,0,7,0,3,1,0,3,0,19,1,3,55.5,0.624199,3.165759,5.352413,13.872974,0.910167,0.542924
5075,852,2,2,2,2,4,0,2,1,3,0,1,8,4,1,74.5,0.339078,4.137931,3.974599,9.364266,0.44368,0.379182
3960,402,2,1,13,1,7,1,1,3,0,1,0,22,3,1,48.5,0.976157,6.060606,6.5828,96.223958,0.749089,0.69883
6690,420,0,0,4,0,2,1,1,0,1,1,1,8,1,2,79.0,0.8655,3.587444,4.805033,93.50409,0.652052,0.656304
9518,895,2,1,4,3,5,1,1,0,0,1,1,11,0,2,75.0,0.504362,2.416474,4.395739,69.147611,0.637173,0.490543
11000,1424,5,1,13,2,6,3,1,6,1,5,1,23,7,6,31.0,0.136768,0.909091,4.582017,0.55058,0.273865,0.176162
4709,678,2,0,4,0,3,1,3,0,1,6,0,11,1,6,67.0,0.712786,3.822468,5.678098,53.324954,0.362181,0.519267
15224,1726,1,4,7,2,4,1,3,0,1,3,1,15,1,4,62.0,0.788334,4.729375,5.141836,44.085375,0.115804,0.575253
11000,1500,7,2,22,7,11,3,4,2,5,5,2,40,7,7,0.0,0.057146,1.909091,3.475993,4.391571,0.331141,0.164334
2289,463,0,3,3,0,1,0,0,0,1,2,1,4,1,3,85.5,0.047603,0.873744,4.167392,1e-06,0.473113,0.239345
16864,1209,0,1,9,2,7,1,4,1,0,2,1,21,1,3,51.5,0.920551,6.344877,5.722242,60.592985,0.684031,0.743008
4513,436,0,0,1,1,1,0,0,0,1,0,0,2,1,0,94.0,0.688822,6.425881,4.933299,46.376424,0.169924,0.50753
2968,332,2,1,3,1,3,1,1,0,1,1,0,8,1,1,80.5,0.244407,4.716981,2.925005,0.00981,0.1355,0.26007
10414,1042,0,2,13,1,7,2,1,0,0,3,0,23,0,3,49.5,0.48663,5.185327,5.447161,35.751379,0.663933,0.551383
13465,945,1,0,2,0,1,0,0,1,1,2,0,3,2,2,87.0,0.938576,7.278128,6.508076,212.290848,0.724912,0.769306
12283,1077,1,2,5,2,4,0,3,0,3,5,0,12,3,5,62.5,0.630156,4.559147,4.515746,30.45566,0.048312,0.488787
7807,693,1,1,17,1,6,2,4,0,2,7,0,29,2,7,27.5,0.623364,5.764058,4.28768,30.821917,0.860992,0.513507
11000,1570,4,2,7,3,12,0,3,1,2,7,4,22,3,11,33.5,0.243149,2.090909,2.319201,6.535597,0.39171,0.247671
9519,940,1,1,15,2,10,1,1,1,4,3,1,27,5,4,30.0,0.502491,6.093077,5.006635,106.085549,0.996763,0.476632
6359,397,0,0,1,0,0,0,1,0,0,0,0,2,0,0,96.0,0.897639,6.76207,6.845562,192.123197,0.838106,0.766975
6592,688,1,1,5,2,1,0,0,0,1,1,0,6,1,1,84.5,0.529633,4.70267,4.409343,13.668641,0.164375,0.439071
7215,849,1,0,5,1,5,1,1,2,2,3,0,12,4,3,63.5,0.764987,5.544006,5.218554,24.954404,0.136411,0.511994
8785,670,2,0,5,0,1,1,1,0,0,3,1,8,0,4,78.0,0.977796,8.081958,6.143066,82.797341,0.677014,0.809767
8951,675,2,2,6,2,2,1,2,1,0,2,1,11,1,3,71.5,0.889516,6.814881,5.754587,219.538668,0.967581,0.6874
15000,1431,1,2,15,1,6,1,2,3,2,10,1,24,5,11,25.5,0.692836,4.066667,5.829539,58.715294,0.669823,0.544092
7949,1141,4,0,10,1,7,0,6,1,3,4,1,23,4,5,38.5,0.085756,2.138634,2.306793,2.568995,0.136273,0.232133
18000,1125,2,1,8,1,9,0,1,0,1,2,1,18,1,3,57.5,0.917632,6.277778,6.141451,149.793218,0.863717,0.764369
13000,2081,5,0,6,6,8,1,0,3,1,7,1,15,4,8,50.0,0.143691,1.923077,2.760925,2.005402,0.49639,0.167326
15809,1832,1,2,1,3,7,1,3,2,1,5,4,12,3,9,56.5,0.226421,4.427858,4.333091,16.64152,0.473775,0.433347
3974,402,1,1,6,0,3,0,0,0,2,0,1,9,2,1,76.5,0.277995,3.522899,3.242055,18.528633,0.993174,0.437663
2964,552,4,0,6,1,5,1,0,0,0,1,1,12,0,2,73.0,0.882352,8.434548,6.222276,100.276703,0.54386,0.70897
7917,1075,1,1,8,1,3,1,0,3,2,1,0,12,5,1,64.5,0.653182,4.041935,5.123078,14.225918,0.346651,0.446303
6000,758,2,1,17,1,6,0,2,0,0,7,1,25,0,8,38.0,0.853816,8.833333,5.338345,53.105824,0.822349,0.651284
17632,1102,2,1,9,3,5,1,1,1,1,6,1,16,2,7,53.5,1.0,7.769964,5.813849,548.315369,0.898329,0.719436
12906,903,2,3,5,2,5,0,3,0,1,3,0,13,1,3,67.5,0.412166,3.02185,4.94888,18.903739,0.933315,0.449885
4988,635,1,1,2,3,4,0,0,3,1,4,2,6,4,6,71.0,0.658392,4.410585,3.895409,4.751236,0.205889,0.466022
6195,733,1,2,1,1,2,1,1,2,0,2,1,5,2,3,81.5,0.61776,4.681195,4.513067,26.392179,0.326506,0.529074
11727,757,1,0,2,1,2,0,1,2,1,1,0,5,3,1,82.5,0.965695,7.589324,6.074102,348.513697,0.924642,0.802388
6668,749,1,0,5,2,2,1,3,4,1,4,0,11,5,4,62.0,0.12936,1.4997,2.82073,0.760083,0.005841,0.163053
3900,538,3,1,5,0,0,0,1,0,0,4,0,6,0,4,82.0,0.620547,5.128205,4.298461,0.668649,0.17932,0.495812
6870,580,1,1,6,2,7,0,3,3,3,2,0,16,6,2,53.0,0.450952,4.075691,5.887728,2.727028,0.9068,0.410975
10612,687,1,1,1,0,0,0,1,0,1,0,0,2,1,0,94.0,0.621344,8.198266,6.224587,63.963095,0.861137,0.663475
11702,864,3,1,4,1,2,2,3,0,0,2,0,11,0,2,75.0,0.894162,7.690993,5.189334,276.689595,0.973675,0.768284
9453,590,2,0,4,0,1,2,0,0,0,0,2,7,0,2,83.0,0.92607,11.953877,5.968431,487.344958,0.765839,0.755352
15000,1943,3,3,12,0,7,1,4,2,3,8,1,24,5,9,28.5,0.71829,4.133333,4.967038,15.340515,0.69941,0.510854
15088,1131,2,0,7,1,7,0,2,1,2,2,1,16,3,3,57.5,0.661692,5.302227,4.300744,31.955776,0.131886,0.459806
10208,671,0,1,0,0,4,1,4,1,1,1,1,9,2,2,75.0,0.907358,6.857367,6.443946,121.342161,0.744429,0.675829
10464,1313,3,3,5,2,8,2,5,1,1,2,2,20,2,4,50.0,0.799525,3.249235,4.021634,17.163867,0.241075,0.486199
4374,483,2,1,3,0,4,0,1,4,1,5,1,8,5,6,65.0,0.058583,2.286237,3.763793,0.635997,0.541786,0.260745
13547,952,1,1,6,1,4,0,3,0,0,3,0,13,0,3,69.5,1.0,8.119879,5.829822,235.821293,0.729016,0.742362
5212,330,1,1,3,0,2,0,1,0,1,1,0,6,1,1,84.5,0.899549,7.482732,6.437188,40.78927,0.809718,0.700388
8017,1020,1,1,2,1,1,1,3,1,0,2,1,7,1,3,79.5,0.498561,3.866783,4.843413,26.746487,0.44855,0.556845
14748,1338,1,2,15,0,6,1,4,1,2,3,0,26,3,3,37.5,0.628304,5.085435,3.97752,10.253228,0.154808,0.464279
10775,1307,3,0,3,1,2,1,3,2,0,0,1,9,2,1,76.5,0.914567,5.846868,4.980801,29.459621,0.343932,0.674076
6087,684,3,0,11,1,2,0,3,3,0,4,2,16,3,6,53.0,0.464168,3.61426,4.949721,9.741685,0.673435,0.519998
18000,1125,1,2,9,1,2,1,4,1,0,3,0,16,1,3,61.5,0.831396,7.944444,6.715692,509.821918,0.761491,0.72154
12603,1886,4,0,17,4,7,0,2,2,0,7,2,26,2,9,30.5,0.67495,4.602079,3.802773,15.150292,0.465412,0.433508
5627,743,2,2,13,1,7,0,1,0,0,8,0,21,0,8,46.0,0.139633,3.376577,3.708265,5.034979,0.644601,0.293655
7292,924,2,0,11,0,10,1,5,4,1,8,3,27,5,11,19.5,0.218027,1.097093,3.153611,0.09179,0.063572,0.131817
13174,1497,6,3,14,3,4,3,3,2,2,7,2,24,4,9,30.5,0.698524,6.983452,4.678057,61.059384,0.469029,0.604689
10018,847,0,1,9,3,4,0,4,0,2,2,0,17,2,2,59.0,0.236475,4.092633,3.324717,29.305307,0.865782,0.419713
7195,633,3,0,3,1,0,1,1,0,1,1,0,5,1,1,86.5,0.463206,5.281445,4.4745,12.261401,0.341614,0.480323
5684,702,0,0,4,2,2,0,1,0,2,6,0,7,2,6,73.0,0.208099,2.287122,3.238067,1.715182,0.280965,0.247711
8866,1007,2,0,10,2,8,1,3,4,1,4,2,22,5,6,37.0,0.158652,2.48139,3.764924,7.107647,0.102647,0.197943
3370,420,1,0,6,0,4,0,2,1,1,3,0,12,2,3,67.5,0.155606,2.967359,3.149982,1.40909,0.541705,0.302316
7674,1482,2,2,13,0,8,1,8,2,4,5,2,30,6,7,17.5,0.198759,3.518374,4.361621,14.020702,0.468814,0.288458
3702,584,1,0,5,0,6,1,2,2,0,1,1,14,2,2,65.0,0.134648,2.701243,2.741804,2.153777,0.399229,0.281596
3200,300,1,0,3,0,2,0,0,0,1,2,0,5,1,2,85.0,0.56427,6.875,5.360183,11.619941,0.96246,0.54993
3714,686,2,0,3,2,5,0,0,3,0,1,0,8,3,1,76.5,0.327402,2.423263,3.240241,1.123348,0.283562,0.265256
6823,915,0,2,3,2,2,0,1,1,1,2,0,6,2,2,81.0,0.497683,3.517514,5.003996,8.052287,0.594895,0.457997
5350,651,1,0,7,1,3,0,1,0,0,1,1,11,0,2,75.0,0.313164,4.859813,3.72904,3.951346,0.37502,0.402409
12092,899,1,0,5,0,3,0,1,0,0,0,1,9,0,1,80.5,0.900556,9.427721,6.183038,52.594453,0.66505,0.761014
2697,357,0,1,4,1,3,1,3,2,2,0,1,11,4,1,68.5,0.053406,2.224694,3.412501,0.384006,0.783345,0.240264
7561,582,0,0,3,0,3,1,1,0,0,0,0,8,0,0,84.0,0.785553,6.877397,5.975874,51.34058,0.680678,0.67856
7387,551,0,0,2,0,0,0,0,0,0,0,0,2,0,0,96.0,0.473185,5.685664,5.59934,26.738836,0.68428,0.660329
18000,1163,2,2,7,3,5,0,2,1,2,3,2,14,3,5,58.5,0.885218,8.388889,6.456787,306.658937,0.851002,0.697053
11949,1017,1,3,17,3,3,1,1,2,0,4,0,22,2,4,46.0,0.467657,4.602896,4.884977,24.662451,0.974235,0.597162
7143,1093,2,0,18,0,9,1,1,0,1,3,2,29,1,5,32.5,0.897989,7.839843,6.187668,72.125556,0.953068,0.656971
5998,837,1,2,4,2,7,0,1,1,0,3,2,12,1,5,66.5,0.166567,2.667556,2.346406,1.006759,0.202425,0.232536
9371,774,0,0,6,2,0,0,5,0,0,1,0,11,0,1,76.5,0.16845,4.055063,5.651946,31.567511,0.982222,0.491769
8903,980,1,1,8,0,5,2,1,1,1,3,1,16,2,4,58.0,0.263595,2.134112,3.418692,7.642584,0.737928,0.320966
3895,479,2,1,3,2,2,2,0,0,2,3,0,7,2,3,77.5,0.303588,2.053915,3.072736,0.50159,0.268524,0.298058
4733,893,1,0,9,1,1,2,2,2,0,4,1,14,2,5,60.5,0.123709,1.267695,2.801718,0.048734,0.507676,0.258927
2150,300,1,2,6,0,0,0,2,0,1,2,2,8,1,4,76.0,0.060281,1.860465,2.164839,1.05637,0.014059,0.174548
4931,670,3,0,9,2,2,3,1,1,1,0,0,15,2,0,66.0,0.300866,2.636382,3.369275,2.933162,0.124416,0.334138
11128,1309,2,1,15,3,10,1,4,3,3,5,0,30,6,5,20.5,0.971073,4.043853,5.603707,148.834059,0.386666,0.47042
9950,621,0,1,3,0,4,0,1,1,0,0,1,8,1,1,80.5,0.79945,7.638191,5.767804,287.004814,0.935874,0.713273
5389,336,1,0,2,1,0,0,1,0,0,0,0,3,0,0,94.0,0.685281,7.422527,5.45843,37.415567,0.989094,0.706656
8733,1159,2,0,3,1,6,1,1,0,0,4,2,11,0,6,69.0,0.459568,4.122295,4.550651,13.464233,0.189284,0.407754
14015,985,0,0,4,1,3,1,3,0,0,0,0,11,0,0,78.0,0.811337,5.565466,4.671437,70.978765,0.60832,0.711046
12755,1493,3,2,8,1,5,0,0,2,0,1,1,13,2,2,67.0,0.609435,5.801646,4.869905,18.741946,0.426301,0.621876
4357,534,0,1,2,1,2,0,0,0,2,2,0,4,2,2,85.0,0.381162,4.81983,5.127111,7.928664,0.251999,0.415823
1899,321,1,0,2,1,1,1,1,0,0,0,1,5,0,1,88.5,0.092886,3.159558,2.823364,3.727587,0.427823,0.295979
1500,300,0,0,1,0,1,0,1,0,0,1,1,3,0,2,91.0,0.117699,2.0,1.891298,1.306625,0.578662,0.246311
16500,1829,1,1,10,3,3,2,0,1,0,0,1,15,1,1,66.5,0.771161,4.969697,4.648594,23.218438,0.312742,0.593272
3926,502,2,1,6,2,3,0,0,0,0,4,1,9,0,5,74.5,0.718354,6.367804,5.635253,28.882282,0.316773,0.635459
11733,733,0,2,3,2,3,1,1,0,0,0,0,8,0,0,84.0,0.916528,6.221768,5.807383,223.480664,0.977103,0.791206
8063,732,3,3,5,0,5,0,1,2,1,8,0,11,3,8,60.0,0.500713,5.953119,5.399507,32.986874,0.902996,0.488972
5974,396,1,1,3,1,4,1,1,0,0,0,1,9,0,1,80.5,0.859186,7.197857,5.679162,54.691621,0.8973,0.751334
10168,1041,1,2,9,3,9,1,1,0,1,4,4,20,1,8,46.0,0.851694,5.70417,4.967771,25.049996,0.085353,0.502247
18000,1125,0,3,13,3,3,0,2,1,0,3,1,18,1,4,56.0,0.899564,7.388889,6.674447,134.872336,0.754921,0.728184
7487,1043,4,2,8,0,14,2,7,2,0,3,1,31,2,4,28.0,0.798453,7.078937,6.179698,162.620938,0.987733,0.674074
7597,784,1,3,6,1,5,1,5,2,0,1,2,17,2,3,57.5,0.3206,4.34382,3.96913,2.147156,0.475971,0.2622
8601,780,0,1,4,2,2,0,0,0,2,0,0,6,2,0,84.0,0.568979,4.766888,5.230519,12.585559,0.286667,0.521663
10351,1163,0,3,6,1,4,0,1,0,0,2,3,11,0,5,70.5,0.520715,3.574534,4.17273,5.258902,0.596874,0.441003
7649,1469,3,3,10,1,7,1,1,0,2,4,1,19,2,5,50.5,0.267059,2.222513,3.43267,7.006523,0.438724,0.225748
18000,1212,2,1,10,1,7,0,3,2,0,2,0,20,2,2,53.0,1.0,7.277778,7.246529,108.171189,0.974095,0.821541
10051,1492,3,5,8,0,8,2,1,1,3,3,0,19,4,3,49.5,0.088647,1.193911,2.840425,6.994141,0.368872,0.22137
3042,362,1,0,6,2,2,0,0,0,2,4,0,8,2,4,74.0,0.732479,5.588429,6.244703,20.469071,0.896948,0.626674
4683,337,0,1,1,1,2,1,1,0,0,1,0,5,0,1,88.5,0.449554,2.775998,4.887985,10.92607,0.806746,0.44064
8876,1404,1,3,6,3,6,2,3,0,0,7,3,17,0,10,51.0,0.048411,2.140604,2.321811,0.189475,0.387432,0.254584
6064,621,1,0,4,2,5,0,1,0,0,1,1,10,0,2,77.0,0.479426,4.122691,4.723878,30.13624,0.776678,0.555737
6180,748,1,2,2,0,5,1,4,1,0,5,1,12,1,6,65.0,0.030796,0.970874,1.813476,0.060749,0.363984,0.152942
12581,1168,1,1,7,0,3,2,0,1,1,3,0,12,2,3,67.5,0.868643,8.345918,5.657471,385.350452,0.672139,0.668286
2741,323,1,1,1,0,1,2,0,1,0,0,0,4,1,0,90.0,0.465472,3.648304,3.975922,7.628255,0.441598,0.443421
6708,689,1,0,4,0,1,0,0,0,1,0,0,5,1,0,88.0,0.292306,2.981515,3.393523,6.517127,0.580742,0.417498
6329,633,1,0,3,2,4,1,0,2,0,3,0,8,2,3,75.5,0.319332,2.370043,5.79536,5.459252,0.02835,0.402249
11726,1806,7,1,13,0,14,1,6,1,1,6,1,34,2,7,17.5,0.644604,6.054921,3.771019,24.396683,0.331985,0.479308
7656,701,0,3,3,0,2,1,1,0,0,3,2,7,0,5,78.5,0.518943,4.049112,4.525661,8.282396,0.059786,0.432106
6361,806,2,0,16,2,5,2,2,0,1,2,0,25,1,2,45.0,1.0,9.275271,5.963952,31.594132,0.569711,0.719477
5068,382,2,0,5,0,3,0,0,0,0,3,0,8,0,3,79.5,0.633339,3.94633,4.513124,14.506507,0.099994,0.425733
15000,1462,3,1,13,0,12,0,3,1,0,4,2,28,1,6,33.0,0.641262,4.8,4.309959,24.057447,0.308236,0.578953
3801,338,2,0,1,0,1,0,2,1,0,1,2,4,1,3,85.5,0.148476,2.367798,4.313936,0.801637,0.711676,0.255994
6223,951,0,1,8,1,5,0,3,1,0,1,0,16,1,1,64.5,0.40222,2.410413,3.502367,5.734311,0.415043,0.331207
5439,341,2,0,2,0,0,0,0,0,0,0,0,2,0,0,96.0,0.801485,9.928296,6.655308,151.685454,0.788305,0.814902
3217,320,2,0,2,0,3,0,1,0,2,3,0,6,2,3,79.5,0.07139,2.17594,2.752715,0.033703,0.366215,0.175847
7879,588,4,1,5,1,0,0,4,0,0,1,1,9,0,2,79.0,0.966606,5.457545,6.230734,76.416512,0.709189,0.733858
9651,1210,2,6,4,1,3,0,0,0,0,3,0,7,0,3,81.5,0.356293,4.869962,4.466106,11.89153,0.371733,0.415731
4500,300,0,1,1,0,1,1,1,1,0,0,0,4,1,0,90.0,0.988628,8.222222,7.211978,102.90762,0.852001,0.836715
8572,702,1,0,2,1,1,1,1,1,2,1,0,5,3,1,82.5,0.772865,6.066262,4.891136,40.837717,0.13349,0.559813
4894,648,2,0,4,1,3,3,0,1,0,4,0,10,1,4,72.0,0.097663,1.634655,2.997526,0.341043,0.315454,0.217721
3112,560,3,2,4,0,4,1,1,0,0,2,1,10,0,3,75.5,0.667396,9.318766,5.27402,37.424891,0.425882,0.652988
5809,887,3,1,4,4,4,1,3,1,1,4,2,12,2,6,63.0,0.379086,4.13152,4.211324,7.493868,0.322253,0.440103
4468,528,0,0,1,1,4,2,1,0,1,2,1,8,1,3,77.5,0.106438,2.461952,2.4416,3.002877,0.544538,0.308846
13008,885,2,1,0,0,3,0,0,0,1,0,0,3,1,0,92.0,0.868004,4.920049,6.277695,126.193055,0.784482,0.737673
2800,405,4,0,8,1,4,2,2,0,0,0,0,16,0,0,68.0,0.904003,10.0,5.880965,125.253741,0.793793,0.774788
13155,2069,5,1,15,1,6,1,3,2,1,7,0,25,3,7,33.5,0.69097,4.104903,3.927804,10.24926,0.219944,0.436594
6163,772,1,2,2,5,4,1,3,0,3,1,0,10,3,1,72.5,0.652521,5.354535,5.000879,19.765074,0.636457,0.557842
8475,971,0,0,6,0,2,0,2,0,0,1,0,10,0,1,78.5,0.977598,6.60767,5.059586,67.023167,0.34047,0.699407
2600,300,1,0,0,2,2,0,0,0,0,0,0,2,0,0,96.0,0.648603,6.153846,5.755803,45.022296,0.701059,0.595656
13775,1117,1,2,2,3,3,1,1,0,0,1,0,7,0,1,84.5,0.907873,7.477314,6.612527,181.045923,0.684501,0.795562
8732,988,1,2,9,0,2,0,2,1,0,3,0,13,1,3,67.5,0.60663,4.924416,4.748686,6.115013,0.372948,0.43851
3843,597,3,0,4,1,1,0,2,0,0,2,1,7,0,3,81.5,0.490824,3.903201,5.757246,7.709088,0.328569,0.504385
6891,1007,2,2,5,1,6,0,0,1,0,3,1,11,1,4,70.0,0.725254,4.933972,4.805324,12.848485,0.370968,0.475727
8359,1270,4,5,15,2,9,3,7,1,2,6,2,34,3,8,14.0,0.056362,1.794473,4.201766,1.60892,0.175277,0.166084
8780,695,1,0,2,0,2,0,3,0,0,0,2,7,0,2,83.0,0.757515,4.783599,5.455807,55.542643,0.721293,0.678235
14273,1839,4,2,11,2,9,1,1,2,1,8,0,22,3,8,38.0,0.619067,3.993554,5.265311,37.290804,0.49115,0.55609
5289,592,1,3,5,0,5,2,2,0,1,2,1,14,1,3,65.5,0.814362,7.184723,6.582505,162.094225,0.902675,0.71263
13239,1012,1,0,7,1,2,0,0,0,0,1,1,9,0,2,79.0,0.995226,7.251303,7.76813,374.230753,0.743619,0.787643
8382,690,0,0,8,1,2,4,2,2,0,4,1,16,2,5,56.5,0.796736,6.084467,5.040142,30.834411,0.02609,0.571731
11818,738,0,0,8,1,2,0,0,1,0,1,0,10,1,1,76.5,0.865563,7.784735,5.789469,102.338389,0.869783,0.681185
4579,316,0,1,3,0,4,1,0,0,0,0,0,8,0,0,84.0,0.975055,6.770037,6.360804,25.747914,0.893231,0.698015
4041,406,1,3,3,0,3,2,2,1,0,1,1,10,1,2,75.0,0.073889,2.227171,4.2278,4.369782,0.222904,0.225644
6977,670,2,1,0,1,3,0,0,0,0,1,0,3,0,1,92.5,0.822564,5.733123,6.923015,10.966933,0.601461,0.708019
15000,1558,3,2,10,3,11,1,1,3,3,5,0,23,6,5,34.5,0.611838,5.533333,3.820848,39.899558,0.077181,0.482868
3667,393,2,1,4,1,3,3,1,2,0,4,0,11,2,4,68.0,0.721342,5.726752,5.05056,13.894187,0.906707,0.486767
4156,554,0,1,4,1,1,1,1,0,0,0,1,7,0,1,84.5,0.333873,3.128008,3.441077,5.321434,0.554019,0.300303
1565,300,0,0,1,0,2,0,0,2,0,1,0,3,2,1,88.5,0.0,0.638978,5.677513,0.002094,0.035074,0.253281
10760,1399,1,4,2,1,6,0,2,2,3,1,0,10,5,1,68.5,0.308458,2.788104,4.60812,15.025952,0.572831,0.373695
3050,405,2,1,3,0,4,0,0,1,0,2,1,7,1,3,79.5,0.719002,6.229508,5.429349,34.342914,0.642751,0.547988
4720,442,1,2,1,0,4,0,0,0,0,3,0,5,0,3,85.5,0.400197,2.542373,4.818039,21.356641,0.888373,0.497557
10461,1117,0,0,8,2,1,0,1,2,0,2,2,10,2,4,70.0,0.610605,5.353217,4.221989,29.853239,0.571856,0.570852
18000,1125,1,0,5,1,4,0,2,2,0,0,1,11,2,1,72.5,0.751544,5.5,6.024783,37.207403,0.870981,0.670808
14000,1734,5,4,30,0,20,4,3,1,1,12,1,57,2,13,0.0,0.83798,7.0,6.38436,197.859006,0.803772,0.65439
9823,1211,3,5,10,3,7,1,3,0,4,7,2,21,4,9,36.5,0.734664,5.497302,4.6247,22.791006,0.133826,0.454891
7092,1005,1,1,14,1,14,1,3,0,1,4,1,32,1,5,26.5,0.802676,9.870276,6.102499,54.047375,0.752849,0.696833
2600,300,0,1,1,0,2,0,1,0,0,1,0,4,0,1,90.5,0.492556,4.230769,3.722121,0.357171,0.293032,0.426082
11072,1098,2,3,14,1,7,1,7,0,1,1,0,29,1,1,38.5,0.405658,4.606214,4.262039,14.166397,0.935008,0.442933
5672,397,0,1,3,0,0,0,1,0,0,2,0,4,0,2,89.0,0.983893,10.049365,6.861022,64.236415,0.81131,0.866972
2600,368,0,0,5,0,2,0,0,0,1,1,0,7,1,1,82.5,0.472303,5.0,4.304621,24.340926,0.514911,0.518909
3200,300,3,0,0,0,0,0,0,0,1,0,0,0,1,0,98.0,0.456733,5.9375,3.788662,6.212114,0.381579,0.457465
3447,452,1,0,6,0,6,0,2,0,0,3,0,14,0,3,67.5,0.006742,2.610966,3.426322,0.18408,0.693603,0.217135
8780,583,0,0,0,0,0,1,0,0,1,0,0,1,1,0,96.0,0.949315,9.681093,6.412075,357.666571,0.721475,0.865907
15000,1770,3,0,9,1,5,1,3,2,3,8,0,18,5,8,42.0,0.538906,4.6,4.618677,26.781501,0.176591,0.413021
10969,1655,9,2,15,4,7,1,4,3,1,5,0,27,4,5,30.5,0.205937,3.099644,3.166078,7.695187,0.372648,0.241558
12586,1308,5,2,3,1,6,0,1,2,0,3,1,10,2,4,70.0,0.602148,4.369935,5.109871,16.200338,0.414222,0.406899
